// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/" /p:OutDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/publish/" in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1
// command took 0.85 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/" /p:OutDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/publish/" --output "/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1
// command took 4.87 sec and exited with 0
// ***** Done, took 00:00:05 (5.86 sec)   *****
// Found 3 benchmarks:
//   AllocationBenchmarks.ValidateStringWithMultipleRules: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   AllocationBenchmarks.ValidateIntWithMinMax: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   AllocationBenchmarks.ValidateStringWithManyRules: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: AllocationBenchmarks.ValidateStringWithMultipleRules: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Zeta.Benchmarks-ShortRun-1.dll --anonymousPipes 131 132 --benchmarkName Zeta.Benchmarks.AllocationBenchmarks.ValidateStringWithMultipleRules --job ShortRun --benchmarkId 0 in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

|-------------------------------- |----------:|---------:|---------:|-------:|----------:|
| ValidateStringWithMultipleRules |  98.72 ns | 4.384 ns | 0.240 ns |      - |         - |
| ValidateIntWithMinMax           |  39.17 ns | 2.002 ns | 0.110 ns | 0.0038 |      32 B |
| ValidateStringWithManyRules     | 128.87 ns | 7.345 ns | 0.403 ns |      - |         - |

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen0      : GC Generation 0 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:00:20 (20.81 sec), executed benchmarks: 3

// Found 4 benchmarks:
//   ComplexValidationBenchmarks.Zeta_Valid: DefaultJob
//   ComplexValidationBenchmarks.FluentValidation_Valid: DefaultJob
//   ComplexValidationBenchmarks.Zeta_Invalid: DefaultJob
//   ComplexValidationBenchmarks.FluentValidation_Invalid: DefaultJob

// **************************
// Benchmark: ComplexValidationBenchmarks.Zeta_Valid: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Zeta.Benchmarks-ShortRun-1.dll --anonymousPipes 137 138 --benchmarkName Zeta.Benchmarks.ComplexValidationBenchmarks.Zeta_Valid --job Default --benchmarkId 3 in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: DefaultJob

OverheadJitting  1: 1 op, 92250.00 ns, 92.2500 us/op
WorkloadJitting  1: 1 op, 12070833.00 ns, 12.0708 ms/op

OverheadJitting  2: 16 op, 242333.00 ns, 15.1458 us/op
WorkloadJitting  2: 16 op, 376458.00 ns, 23.5286 us/op

WorkloadPilot    1: 16 op, 151209.00 ns, 9.4506 us/op
WorkloadPilot    2: 32 op, 274000.00 ns, 8.5625 us/op
WorkloadPilot    3: 64 op, 532708.00 ns, 8.3236 us/op
WorkloadPilot    4: 128 op, 1033708.00 ns, 8.0758 us/op
WorkloadPilot    5: 256 op, 2132916.00 ns, 8.3317 us/op
WorkloadPilot    6: 512 op, 4442500.00 ns, 8.6768 us/op
WorkloadPilot    7: 1024 op, 8576416.00 ns, 8.3754 us/op
WorkloadPilot    8: 2048 op, 17269584.00 ns, 8.4324 us/op
WorkloadPilot    9: 4096 op, 43345417.00 ns, 10.5824 us/op
WorkloadPilot   10: 8192 op, 65536458.00 ns, 8.0001 us/op
WorkloadPilot   11: 16384 op, 36916334.00 ns, 2.2532 us/op
WorkloadPilot   12: 32768 op, 52316500.00 ns, 1.5966 us/op
WorkloadPilot   13: 65536 op, 104885708.00 ns, 1.6004 us/op
WorkloadPilot   14: 131072 op, 210975625.00 ns, 1.6096 us/op
WorkloadPilot   15: 262144 op, 421048083.00 ns, 1.6062 us/op
WorkloadPilot   16: 524288 op, 841390542.00 ns, 1.6048 us/op

OverheadWarmup   1: 524288 op, 1009083.00 ns, 1.9247 ns/op
OverheadWarmup   2: 524288 op, 1037375.00 ns, 1.9786 ns/op
OverheadWarmup   3: 524288 op, 1062041.00 ns, 2.0257 ns/op
OverheadWarmup   4: 524288 op, 1057541.00 ns, 2.0171 ns/op
OverheadWarmup   5: 524288 op, 1027209.00 ns, 1.9592 ns/op
OverheadWarmup   6: 524288 op, 1034417.00 ns, 1.9730 ns/op
OverheadWarmup   7: 524288 op, 1067750.00 ns, 2.0366 ns/op
OverheadWarmup   8: 524288 op, 1045666.00 ns, 1.9944 ns/op

OverheadActual   1: 524288 op, 1012333.00 ns, 1.9309 ns/op
OverheadActual   2: 524288 op, 1045959.00 ns, 1.9950 ns/op
OverheadActual   3: 524288 op, 1021208.00 ns, 1.9478 ns/op
OverheadActual   4: 524288 op, 1007958.00 ns, 1.9225 ns/op
OverheadActual   5: 524288 op, 1047917.00 ns, 1.9987 ns/op
OverheadActual   6: 524288 op, 1055542.00 ns, 2.0133 ns/op
OverheadActual   7: 524288 op, 1088417.00 ns, 2.0760 ns/op
OverheadActual   8: 524288 op, 1033833.00 ns, 1.9719 ns/op
OverheadActual   9: 524288 op, 1098583.00 ns, 2.0954 ns/op
OverheadActual  10: 524288 op, 1071584.00 ns, 2.0439 ns/op
OverheadActual  11: 524288 op, 1060417.00 ns, 2.0226 ns/op
OverheadActual  12: 524288 op, 1101917.00 ns, 2.1017 ns/op
OverheadActual  13: 524288 op, 1050208.00 ns, 2.0031 ns/op
OverheadActual  14: 524288 op, 1088625.00 ns, 2.0764 ns/op
OverheadActual  15: 524288 op, 1016375.00 ns, 1.9386 ns/op

WorkloadWarmup   1: 524288 op, 851199292.00 ns, 1.6235 us/op
WorkloadWarmup   2: 524288 op, 845544333.00 ns, 1.6127 us/op
WorkloadWarmup   3: 524288 op, 845077042.00 ns, 1.6119 us/op
WorkloadWarmup   4: 524288 op, 843321167.00 ns, 1.6085 us/op
WorkloadWarmup   5: 524288 op, 844160542.00 ns, 1.6101 us/op
WorkloadWarmup   6: 524288 op, 843513291.00 ns, 1.6089 us/op
WorkloadWarmup   7: 524288 op, 841520083.00 ns, 1.6051 us/op
WorkloadWarmup   8: 524288 op, 840455792.00 ns, 1.6030 us/op
WorkloadWarmup   9: 524288 op, 841373666.00 ns, 1.6048 us/op
WorkloadWarmup  10: 524288 op, 843670125.00 ns, 1.6092 us/op
WorkloadWarmup  11: 524288 op, 843056625.00 ns, 1.6080 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 840750875.00 ns, 1.6036 us/op
WorkloadActual   2: 524288 op, 840985042.00 ns, 1.6041 us/op
WorkloadActual   3: 524288 op, 841316000.00 ns, 1.6047 us/op
WorkloadActual   4: 524288 op, 844947792.00 ns, 1.6116 us/op
WorkloadActual   5: 524288 op, 842808458.00 ns, 1.6075 us/op
WorkloadActual   6: 524288 op, 842832458.00 ns, 1.6076 us/op
WorkloadActual   7: 524288 op, 912413125.00 ns, 1.7403 us/op
WorkloadActual   8: 524288 op, 840322209.00 ns, 1.6028 us/op
WorkloadActual   9: 524288 op, 846838209.00 ns, 1.6152 us/op
WorkloadActual  10: 524288 op, 845312792.00 ns, 1.6123 us/op
WorkloadActual  11: 524288 op, 842684541.00 ns, 1.6073 us/op
WorkloadActual  12: 524288 op, 845101667.00 ns, 1.6119 us/op
WorkloadActual  13: 524288 op, 841141291.00 ns, 1.6043 us/op
WorkloadActual  14: 524288 op, 843165042.00 ns, 1.6082 us/op
WorkloadActual  15: 524288 op, 842260458.00 ns, 1.6065 us/op

// AfterActualRun
WorkloadResult   1: 524288 op, 839700667.00 ns, 1.6016 us/op
WorkloadResult   2: 524288 op, 839934834.00 ns, 1.6020 us/op
WorkloadResult   3: 524288 op, 840265792.00 ns, 1.6027 us/op
WorkloadResult   4: 524288 op, 843897584.00 ns, 1.6096 us/op
WorkloadResult   5: 524288 op, 841758250.00 ns, 1.6055 us/op
WorkloadResult   6: 524288 op, 841782250.00 ns, 1.6056 us/op
WorkloadResult   7: 524288 op, 839272001.00 ns, 1.6008 us/op
WorkloadResult   8: 524288 op, 845788001.00 ns, 1.6132 us/op
WorkloadResult   9: 524288 op, 844262584.00 ns, 1.6103 us/op
WorkloadResult  10: 524288 op, 841634333.00 ns, 1.6053 us/op
WorkloadResult  11: 524288 op, 844051459.00 ns, 1.6099 us/op
WorkloadResult  12: 524288 op, 840091083.00 ns, 1.6023 us/op
WorkloadResult  13: 524288 op, 842114834.00 ns, 1.6062 us/op
WorkloadResult  14: 524288 op, 841210250.00 ns, 1.6045 us/op
// GC:  59 0 0 499122208 524288
// Threading:  0 0 524288

// AfterAll
// Benchmark Process 82322 has exited with code 0.

Mean = 1.606 μs, StdErr = 0.001 μs (0.06%), N = 14, StdDev = 0.004 μs
Min = 1.601 μs, Q1 = 1.602 μs, Median = 1.605 μs, Q3 = 1.609 μs, Max = 1.613 μs
IQR = 0.006 μs, LowerFence = 1.593 μs, UpperFence = 1.618 μs
ConfidenceInterval = [1.601 μs; 1.610 μs] (CI 99.9%), Margin = 0.004 μs (0.27% of Mean)
Skewness = 0.47, Kurtosis = 1.88, MValue = 2

// ** Remained 3 (42.9%) benchmark(s) to run. Estimated finish 2026-07-02 21:19 (0h 0m from now) **
// **************************
// Benchmark: ComplexValidationBenchmarks.FluentValidation_Valid: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Zeta.Benchmarks-ShortRun-1.dll --anonymousPipes 139 140 --benchmarkName Zeta.Benchmarks.ComplexValidationBenchmarks.FluentValidation_Valid --job Default --benchmarkId 4 in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: DefaultJob

OverheadJitting  1: 1 op, 87833.00 ns, 87.8330 us/op
WorkloadJitting  1: 1 op, 6946875.00 ns, 6.9469 ms/op

OverheadJitting  2: 16 op, 235208.00 ns, 14.7005 us/op
WorkloadJitting  2: 16 op, 366334.00 ns, 22.8959 us/op

WorkloadPilot    1: 16 op, 144458.00 ns, 9.0286 us/op
WorkloadPilot    2: 32 op, 298208.00 ns, 9.3190 us/op
WorkloadPilot    3: 64 op, 561458.00 ns, 8.7728 us/op
WorkloadPilot    4: 128 op, 1068084.00 ns, 8.3444 us/op
WorkloadPilot    5: 256 op, 2162916.00 ns, 8.4489 us/op
WorkloadPilot    6: 512 op, 4560167.00 ns, 8.9066 us/op
WorkloadPilot    7: 1024 op, 8825875.00 ns, 8.6190 us/op
WorkloadPilot    8: 2048 op, 17952834.00 ns, 8.7660 us/op
WorkloadPilot    9: 4096 op, 34046542.00 ns, 8.3121 us/op
WorkloadPilot   10: 8192 op, 79026208.00 ns, 9.6468 us/op
WorkloadPilot   11: 16384 op, 75388292.00 ns, 4.6013 us/op
WorkloadPilot   12: 32768 op, 60076000.00 ns, 1.8334 us/op
WorkloadPilot   13: 65536 op, 117854417.00 ns, 1.7983 us/op
WorkloadPilot   14: 131072 op, 233354166.00 ns, 1.7804 us/op
WorkloadPilot   15: 262144 op, 459269708.00 ns, 1.7520 us/op
WorkloadPilot   16: 524288 op, 942728166.00 ns, 1.7981 us/op

OverheadWarmup   1: 524288 op, 1025500.00 ns, 1.9560 ns/op
OverheadWarmup   2: 524288 op, 1031666.00 ns, 1.9677 ns/op
OverheadWarmup   3: 524288 op, 1008917.00 ns, 1.9244 ns/op
OverheadWarmup   4: 524288 op, 1012333.00 ns, 1.9309 ns/op
OverheadWarmup   5: 524288 op, 1068875.00 ns, 2.0387 ns/op
OverheadWarmup   6: 524288 op, 1010709.00 ns, 1.9278 ns/op

OverheadActual   1: 524288 op, 1023791.00 ns, 1.9527 ns/op
OverheadActual   2: 524288 op, 1034250.00 ns, 1.9727 ns/op
OverheadActual   3: 524288 op, 1052833.00 ns, 2.0081 ns/op
OverheadActual   4: 524288 op, 1035541.00 ns, 1.9751 ns/op
OverheadActual   5: 524288 op, 1017292.00 ns, 1.9403 ns/op
OverheadActual   6: 524288 op, 1050041.00 ns, 2.0028 ns/op
OverheadActual   7: 524288 op, 1017833.00 ns, 1.9414 ns/op
OverheadActual   8: 524288 op, 1095667.00 ns, 2.0898 ns/op
OverheadActual   9: 524288 op, 1064833.00 ns, 2.0310 ns/op
OverheadActual  10: 524288 op, 1060542.00 ns, 2.0228 ns/op
OverheadActual  11: 524288 op, 1022833.00 ns, 1.9509 ns/op
OverheadActual  12: 524288 op, 1007916.00 ns, 1.9224 ns/op
OverheadActual  13: 524288 op, 1036375.00 ns, 1.9767 ns/op
OverheadActual  14: 524288 op, 1039792.00 ns, 1.9832 ns/op
OverheadActual  15: 524288 op, 1064791.00 ns, 2.0309 ns/op

WorkloadWarmup   1: 524288 op, 927270083.00 ns, 1.7686 us/op
WorkloadWarmup   2: 524288 op, 945575833.00 ns, 1.8035 us/op
WorkloadWarmup   3: 524288 op, 927403792.00 ns, 1.7689 us/op
WorkloadWarmup   4: 524288 op, 923976333.00 ns, 1.7623 us/op
WorkloadWarmup   5: 524288 op, 938755834.00 ns, 1.7905 us/op
WorkloadWarmup   6: 524288 op, 936021167.00 ns, 1.7853 us/op

// BeforeActualRun
WorkloadActual   1: 524288 op, 939179209.00 ns, 1.7913 us/op
WorkloadActual   2: 524288 op, 934519041.00 ns, 1.7825 us/op
WorkloadActual   3: 524288 op, 925429750.00 ns, 1.7651 us/op
WorkloadActual   4: 524288 op, 940991791.00 ns, 1.7948 us/op
WorkloadActual   5: 524288 op, 942877958.00 ns, 1.7984 us/op
WorkloadActual   6: 524288 op, 917479541.00 ns, 1.7500 us/op
WorkloadActual   7: 524288 op, 935539000.00 ns, 1.7844 us/op
WorkloadActual   8: 524288 op, 936195625.00 ns, 1.7857 us/op
WorkloadActual   9: 524288 op, 934226167.00 ns, 1.7819 us/op
WorkloadActual  10: 524288 op, 930743208.00 ns, 1.7753 us/op
WorkloadActual  11: 524288 op, 951081750.00 ns, 1.8140 us/op
WorkloadActual  12: 524288 op, 918539125.00 ns, 1.7520 us/op
WorkloadActual  13: 524288 op, 945372375.00 ns, 1.8032 us/op
WorkloadActual  14: 524288 op, 920746709.00 ns, 1.7562 us/op
WorkloadActual  15: 524288 op, 921637500.00 ns, 1.7579 us/op

// AfterActualRun
WorkloadResult   1: 524288 op, 938142834.00 ns, 1.7894 us/op
WorkloadResult   2: 524288 op, 933482666.00 ns, 1.7805 us/op
WorkloadResult   3: 524288 op, 924393375.00 ns, 1.7631 us/op
WorkloadResult   4: 524288 op, 939955416.00 ns, 1.7928 us/op
WorkloadResult   5: 524288 op, 941841583.00 ns, 1.7964 us/op
WorkloadResult   6: 524288 op, 916443166.00 ns, 1.7480 us/op
WorkloadResult   7: 524288 op, 934502625.00 ns, 1.7824 us/op
WorkloadResult   8: 524288 op, 935159250.00 ns, 1.7837 us/op
WorkloadResult   9: 524288 op, 933189792.00 ns, 1.7799 us/op
WorkloadResult  10: 524288 op, 929706833.00 ns, 1.7733 us/op
WorkloadResult  11: 524288 op, 950045375.00 ns, 1.8121 us/op
WorkloadResult  12: 524288 op, 917502750.00 ns, 1.7500 us/op
WorkloadResult  13: 524288 op, 944336000.00 ns, 1.8012 us/op
WorkloadResult  14: 524288 op, 919710334.00 ns, 1.7542 us/op
WorkloadResult  15: 524288 op, 920601125.00 ns, 1.7559 us/op
// GC:  307 1 0 2571108352 524288
// Threading:  0 0 524288

// AfterAll
// Benchmark Process 82838 has exited with code 0.

Mean = 1.778 μs, StdErr = 0.005 μs (0.29%), N = 15, StdDev = 0.020 μs
Min = 1.748 μs, Q1 = 1.760 μs, Median = 1.780 μs, Q3 = 1.791 μs, Max = 1.812 μs
IQR = 0.032 μs, LowerFence = 1.712 μs, UpperFence = 1.838 μs
ConfidenceInterval = [1.756 μs; 1.799 μs] (CI 99.9%), Margin = 0.021 μs (1.18% of Mean)
Skewness = -0.05, Kurtosis = 1.7, MValue = 2

// ** Remained 2 (28.6%) benchmark(s) to run. Estimated finish 2026-07-02 21:19 (0h 0m from now) **
// **************************
// Benchmark: ComplexValidationBenchmarks.Zeta_Invalid: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Zeta.Benchmarks-ShortRun-1.dll --anonymousPipes 139 140 --benchmarkName Zeta.Benchmarks.ComplexValidationBenchmarks.Zeta_Invalid --job Default --benchmarkId 5 in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: DefaultJob

OverheadJitting  1: 1 op, 85958.00 ns, 85.9580 us/op
WorkloadJitting  1: 1 op, 11687416.00 ns, 11.6874 ms/op

OverheadJitting  2: 16 op, 253084.00 ns, 15.8178 us/op
WorkloadJitting  2: 16 op, 433667.00 ns, 27.1042 us/op

WorkloadPilot    1: 16 op, 166541.00 ns, 10.4088 us/op
WorkloadPilot    2: 32 op, 326875.00 ns, 10.2148 us/op
WorkloadPilot    3: 64 op, 678542.00 ns, 10.6022 us/op
WorkloadPilot    4: 128 op, 1251791.00 ns, 9.7796 us/op
WorkloadPilot    5: 256 op, 2552458.00 ns, 9.9705 us/op
WorkloadPilot    6: 512 op, 5189708.00 ns, 10.1361 us/op
WorkloadPilot    7: 1024 op, 10512000.00 ns, 10.2656 us/op
WorkloadPilot    8: 2048 op, 20058458.00 ns, 9.7942 us/op
WorkloadPilot    9: 4096 op, 39579000.00 ns, 9.6628 us/op
WorkloadPilot   10: 8192 op, 83288833.00 ns, 10.1671 us/op
WorkloadPilot   11: 16384 op, 168148958.00 ns, 10.2630 us/op
WorkloadPilot   12: 32768 op, 113304959.00 ns, 3.4578 us/op
WorkloadPilot   13: 65536 op, 148966000.00 ns, 2.2730 us/op
WorkloadPilot   14: 131072 op, 299738250.00 ns, 2.2868 us/op
WorkloadPilot   15: 262144 op, 597717375.00 ns, 2.2801 us/op

OverheadWarmup   1: 262144 op, 551417.00 ns, 2.1035 ns/op
OverheadWarmup   2: 262144 op, 530833.00 ns, 2.0250 ns/op
OverheadWarmup   3: 262144 op, 536125.00 ns, 2.0452 ns/op
OverheadWarmup   4: 262144 op, 550417.00 ns, 2.0997 ns/op
OverheadWarmup   5: 262144 op, 546667.00 ns, 2.0854 ns/op
OverheadWarmup   6: 262144 op, 524417.00 ns, 2.0005 ns/op
OverheadWarmup   7: 262144 op, 561875.00 ns, 2.1434 ns/op
OverheadWarmup   8: 262144 op, 524875.00 ns, 2.0022 ns/op

OverheadActual   1: 262144 op, 523042.00 ns, 1.9952 ns/op
OverheadActual   2: 262144 op, 529583.00 ns, 2.0202 ns/op
OverheadActual   3: 262144 op, 539000.00 ns, 2.0561 ns/op
OverheadActual   4: 262144 op, 531750.00 ns, 2.0285 ns/op
OverheadActual   5: 262144 op, 557791.00 ns, 2.1278 ns/op
OverheadActual   6: 262144 op, 531125.00 ns, 2.0261 ns/op
OverheadActual   7: 262144 op, 517667.00 ns, 1.9747 ns/op
OverheadActual   8: 262144 op, 530166.00 ns, 2.0224 ns/op
OverheadActual   9: 262144 op, 506375.00 ns, 1.9317 ns/op
OverheadActual  10: 262144 op, 525625.00 ns, 2.0051 ns/op
OverheadActual  11: 262144 op, 578875.00 ns, 2.2082 ns/op
OverheadActual  12: 262144 op, 534458.00 ns, 2.0388 ns/op
OverheadActual  13: 262144 op, 535916.00 ns, 2.0444 ns/op
OverheadActual  14: 262144 op, 541000.00 ns, 2.0638 ns/op
OverheadActual  15: 262144 op, 536417.00 ns, 2.0463 ns/op

WorkloadWarmup   1: 262144 op, 601650959.00 ns, 2.2951 us/op
WorkloadWarmup   2: 262144 op, 600466250.00 ns, 2.2906 us/op
WorkloadWarmup   3: 262144 op, 591656125.00 ns, 2.2570 us/op
WorkloadWarmup   4: 262144 op, 602414292.00 ns, 2.2980 us/op
WorkloadWarmup   5: 262144 op, 601922792.00 ns, 2.2962 us/op
WorkloadWarmup   6: 262144 op, 599340166.00 ns, 2.2863 us/op
WorkloadWarmup   7: 262144 op, 605688166.00 ns, 2.3105 us/op
WorkloadWarmup   8: 262144 op, 619503625.00 ns, 2.3632 us/op
WorkloadWarmup   9: 262144 op, 593027500.00 ns, 2.2622 us/op

// BeforeActualRun
WorkloadActual   1: 262144 op, 599179333.00 ns, 2.2857 us/op
WorkloadActual   2: 262144 op, 586990708.00 ns, 2.2392 us/op
WorkloadActual   3: 262144 op, 603448375.00 ns, 2.3020 us/op
WorkloadActual   4: 262144 op, 599879000.00 ns, 2.2884 us/op
WorkloadActual   5: 262144 op, 598934542.00 ns, 2.2848 us/op
WorkloadActual   6: 262144 op, 627290458.00 ns, 2.3929 us/op
WorkloadActual   7: 262144 op, 586437375.00 ns, 2.2371 us/op
WorkloadActual   8: 262144 op, 626838459.00 ns, 2.3912 us/op
WorkloadActual   9: 262144 op, 606666708.00 ns, 2.3142 us/op
WorkloadActual  10: 262144 op, 609233583.00 ns, 2.3240 us/op
WorkloadActual  11: 262144 op, 604302334.00 ns, 2.3052 us/op
WorkloadActual  12: 262144 op, 598860000.00 ns, 2.2845 us/op
WorkloadActual  13: 262144 op, 597653667.00 ns, 2.2799 us/op
WorkloadActual  14: 262144 op, 601590917.00 ns, 2.2949 us/op
WorkloadActual  15: 262144 op, 583818500.00 ns, 2.2271 us/op

// AfterActualRun
WorkloadResult   1: 262144 op, 598647583.00 ns, 2.2837 us/op
WorkloadResult   2: 262144 op, 586458958.00 ns, 2.2372 us/op
WorkloadResult   3: 262144 op, 602916625.00 ns, 2.2999 us/op
WorkloadResult   4: 262144 op, 599347250.00 ns, 2.2863 us/op
WorkloadResult   5: 262144 op, 598402792.00 ns, 2.2827 us/op
WorkloadResult   6: 262144 op, 585905625.00 ns, 2.2351 us/op
WorkloadResult   7: 262144 op, 606134958.00 ns, 2.3122 us/op
WorkloadResult   8: 262144 op, 608701833.00 ns, 2.3220 us/op
WorkloadResult   9: 262144 op, 603770584.00 ns, 2.3032 us/op
WorkloadResult  10: 262144 op, 598328250.00 ns, 2.2824 us/op
WorkloadResult  11: 262144 op, 597121917.00 ns, 2.2778 us/op
WorkloadResult  12: 262144 op, 601059167.00 ns, 2.2929 us/op
WorkloadResult  13: 262144 op, 583286750.00 ns, 2.2251 us/op
// GC:  214 1 0 1797259264 262144
// Threading:  0 0 262144

// AfterAll
// Benchmark Process 83269 has exited with code 0.

Mean = 2.280 μs, StdErr = 0.008 μs (0.37%), N = 13, StdDev = 0.030 μs
Min = 2.225 μs, Q1 = 2.278 μs, Median = 2.284 μs, Q3 = 2.300 μs, Max = 2.322 μs
IQR = 0.022 μs, LowerFence = 2.245 μs, UpperFence = 2.333 μs
ConfidenceInterval = [2.244 μs; 2.316 μs] (CI 99.9%), Margin = 0.036 μs (1.58% of Mean)
Skewness = -0.58, Kurtosis = 2, MValue = 2

// ** Remained 1 (14.3%) benchmark(s) to run. Estimated finish 2026-07-02 21:19 (0h 0m from now) **
// **************************
// Benchmark: ComplexValidationBenchmarks.FluentValidation_Invalid: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Zeta.Benchmarks-ShortRun-1.dll --anonymousPipes 139 140 --benchmarkName Zeta.Benchmarks.ComplexValidationBenchmarks.FluentValidation_Invalid --job Default --benchmarkId 6 in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
